TrainingDataset	HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	EnsemblGeneID	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	MCARTA2.0_score	MCARTA2_FDR	MCARTA2_LIST	MCARTA2_EVIDENCE	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_PrimarySubcellularLocalization_2015
Tmito	8803	20916	SUCLA2	A-BETA|MTDPS5|SCS-betaA|Q9P2R7	"succinate-CoA ligase, ADP-forming, beta subunit"	ENSG00000136143	463	1	SharedDomain	39	2.1	OrthologMitoLowConf	Homolog	75-100pure	34.9705	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	chr13	48516790	48575462	14	43	2385	1.45E+11	78	all 14	9.9	9.4	10	9.9	9.9	9.8	10.4	10	9.8	10.3	9.7	9.9	9.8	10.4	"Mitochondria (APE, Supportive)"
Tmito	51805	230027	COQ3	DHHBMT|DHHBMTASE|UG0215E05|bA9819.1|Q9NZJ6	coenzyme Q3 methyltransferase	ENSG00000132423	369	2	MitoDomain	35	0.57	OrthologMitoHighConf	Homolog	25-50pure	34.8329	0	1	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS+"	chr6	99817347	99842082	13	14	138	2.34E+09	41	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.9	7.6	7.6	8.2		8.1	8.9	7.5	8.7	8.2	8.3	7.3	7.8	8.2	"Nucleus but not nucleoli;Mitochondria (APE, Uncertain)"
Tmito	55699	381314	IARS2	ILERS|Q9NSE4	"isoleucyl-tRNA synthetase 2, mitochondrial"	ENSG00000067704	1012	1	SharedDomain	42		OrthologMitoHighConf	Homolog	50-75pure	34.7064	0	1	"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	chr1	220267454	220321383	14	68	2100	1.04E+11	64	all 14	10	10	10.1	9	10.1	9.5	9.6	9.7	10	9.3	10	9.6	9.9	10.1	"Mitochondria (APE, Supportive)"
Tmito	64960	66407	MRPS15	MPR-S15|RPMS15|S15mt|P82914	mitochondrial ribosomal protein S15	ENSG00000116898	257	2	SharedDomain	45		OrthologMitoHighConf	Ortholog	50-75pure	34.6309	0	1	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	chr1	36921361	36930040	14	18	157	2.40E+09	55	all 14	8.4	8.2	8.4	8	7.7	8.6	7.6	6.9	8.1	8.2	8.5	7.8	8.6	7.6	"Mitochondria (APE, Supportive)"
Tmito	3419	67834	IDH3A	P50213	isocitrate dehydrogenase 3 (NAD+) alpha	ENSG00000166411	366	4	SharedDomain	40	2.98	OrthologMitoHighConf	Homolog	50-75pure	34.6301	0	1	"APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	chr15	78441718	78462884	14	43	3341	3.57E+11	70	all 14	10.6	10.3	10.8	10.3	10.5	9.4	10.6	10.5	10.5	10.3	10.2	9.9	10.3	9.9	"Mitochondria (APE, Supportive)"
Tmito	1353	69802	COX11	COX11P|Q9Y6N1	cytochrome c oxidase assembly homolog 11 (yeast)	ENSG00000166260	276	2	MitoDomain	27	1.38	OrthologMitoHighConf	Ortholog	50-75ambig	34.5801	0	1	"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	chr17	53038566	53046064	6	8	24	8.66E+07	50	"cerebrum, cerebellum, spinalcord, skeletalmuscle, largeintestine, placenta"	7.2	7.3		7.2				5.9			7.2		7.3		
Tmito	2110	66841	ETFDH	ETFQO|MADD|Q16134	electron-transferring-flavoprotein dehydrogenase	ENSG00000171503	617		MitoDomain	40	2.68	OrthologMitoHighConf	NoHomolog	50-75pure	34.3966	0	1	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	chr4	159593252	159629865	14	47	1837	1.63E+11	60	all 14	9.5	9	9.5	9.4	10.4	10.5	10.5	10	10.1	10.1	9.9	10	9.8	9.9	
Tmito	26519	30059	TIMM10	TIM10|TIM10A|P62072	translocase of inner mitochondrial membrane 10 homolog (yeast)	ENSG00000134809	90		MitoDomain	47	2.88	OrthologMitoHighConf	NoHomolog	50-75pure	34.3966	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	chr11	57295935	57298232	12	11	134	2.69E+09	70	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.7	8.5	8.3	8		8.3		6.7	8.5	8.7	8.3	7.7	8.2	8.2	"Mitochondria (APE, Supportive)"
Tmito	64981	94065	MRPL34	L34mt|Q9BQ48	mitochondrial ribosomal protein L34	ENSG00000130312	92	2	SharedDomain	47	1.75	OrthologMitoHighConf	Ortholog	25-50ambig	34.3813	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS"	chr19	17416476	17417652	13	5	62	6.41E+08	27	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.8	7.5	7.5	6.9	7.3	7.7	7		7.6	8	8.1	7.1	7.9	7.9	"Nucleus (APE, Uncertain)"
Tmito	51069	27398	MRPL2	MRP-L14|RPML14|Q5T653	mitochondrial ribosomal protein L2	ENSG00000112651	305	3	SharedDomain	45	0.68	OrthologMitoHighConf	Homolog	50-75pure	34.3013	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	chr6	43021766	43027242	8	18	81	9.78E+08	58	"spinalcord, liver, heart, adipose, smallintestine, largeintestine, placenta, testis"				7.4		7.6	7.6		8	7.4	8.4		8.5	8.3	"Mitochondria (APE, Uncertain)"
Tmito	593	12039	BCKDHA	BCKDE1A|MSU|MSUD1|OVD1A|P12694	"branched chain keto acid dehydrogenase E1, alpha polypeptide"	ENSG00000248098	445	1	MitoDomain	32		OrthologMitoLowConf	Homolog	50-75pure	34.1724	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++"	chr19	41903693	41930910	11	27	204	8.02E+09	71	"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	7.4			7.1	8.8	9.3	8.6	7.8	9.3		7.8	9.5	7.5	8	
Tmito	7388	66576	UQCRH	QCR6|UQCR8|P07919	ubiquinol-cytochrome c reductase hinge protein	ENSG00000173660	91		MitoDomain	43	0.94	OrthologMitoHighConf	NoHomolog	75-100pure	34.0633	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	chr1	46769379	46782447	14	13	390	4.03E+10	87	all 14	9.4	9.3	9.6	9.2	8.7	9.3	9.5	9.1	9.6	9.9	9.7	9.4	9.2	9.4	
Tmito	192286	67044	HIGD2A	RCF1b|Q9BW72	"HIG1 hypoxia inducible domain family, member 2A"	ENSG00000146066	106		MitoDomain	42	0.99	OrthologMitoHighConf	NoHomolog	75-100pure	34.0633	0	1	"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	chr5	175815783	175816751	14	8	212	3.29E+09	91	all 14	8.6	8.6	8.1	8.2	8.5	7.7	8	7.6	7.6	8	9	8.5	8.1	7.5	
Tmito	539	28080	ATP5O	ATPO|OSCP|P48047	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"	ENSG00000241837	213	2	MitoDomain	NA	1.34	OrthologMitoHighConf	Ortholog	75-100pure	34	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	chr21	35275756	35288158	14	34	2965	7.14E+11	85	all 14	10.9	10.8	11	10.6	10.8	10.7	10.9	10.2	10.5	10.7	10.7	10.6	10.5	10.2	"Mitochondria (APE, Supportive)"
Tmito	1892	93747	ECHS1	SCEH|P30084	"enoyl CoA hydratase, short chain, 1, mitochondrial"	ENSG00000127884	290	1	SharedDomain	30	0.96	OrthologMitoLowConf	Homolog	75-100pure	33.7065	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	chr10	135175986	135186908	14	31	1830	2.11E+11	84	all 14	10.2	9.8	10.3	10	10.2	10.6	10.3	8.8	10.5	9.9	10.1	10.1	10	10.1	"Mitochondria (APE, Supportive)"
Tmito	25875	68614	LETMD1	1110019O13Rik|HCCR-1|HCCR-2|HCCR1|HCRR-2|Q6P1Q0	LETM1 domain containing 1	ENSG00000050426	373	1	MitoDomain	16	2.08	OrthologMitoLowConf	NoHomolog	50-75pure	33.7052	0	1	"GFP, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	chr12	51442081	51454207	11	20	160	2.41E+09	52	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis"	8.3	8	7.3	7.7	7.8	7.3			9.1	8	7.6		8.4	8.3	
Tmito	1337	12861	COX6A1	COX6A|COX6AL|P12074	cytochrome c oxidase subunit VIa polypeptide 1	ENSG00000111775	109	1	MitoDomain	25	1.44	OrthologMitoLowConf	NoHomolog	50-75pure	33.6921	0	1	"literature, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	chr12	120875892	120878545	14	6	629	1.31E+11	70	all 14	10	9.5	10	9.9	10.4	10	9	7.9	9.8	10.3	10.2	10	9.9	9.8	
Tmito	1355	226139	COX15	CEMCOX2|Q7KZN9	cytochrome c oxidase assembly homolog 15 (yeast)	ENSG00000014919	410	2	MitoDomain	41		OrthologMitoHighConf	Ortholog	0-25pure	33.6546	0	1	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression++, MS/MS"	chr10	101468504	101492423	11	9	111	1.19E+09	24	"cerebrum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.6		7.6	7.2	7.9	7.8			7.7	7.9	8.2	7.8	8.7	8.1	
Tmito	10939	69597	AFG3L2	SCA28|SPAX5|Q9Y4W6	AFG3-like AAA ATPase 2	ENSG00000141385	797	3	MitoDomain	44	1.56	HomologMitoLowConf	Homolog	50-75pure	33.6065	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++"	chr18	12328942	12377275	14	75	1472	3.76E+10	72	all 14	9.5	9.6	9.5	9.3	9.8	9.2	8.9	8.9	9.5	9.4	9.7	9	9.3	9.4	"Mitochondria (APE, Supportive)"
Tmito	3030	97212	HADHA	ECHA|GBP|HADH|LCEH|LCHAD|MTPA|TP-ALPHA|P40939	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"	ENSG00000084754	763	1	SharedDomain	42		OrthologMitoLowConf	Homolog	75-100pure	33.5571	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	chr2	26413503	26467594	14	75	8296	8.84E+11	82	all 14	10.2	10.2	10.5	10.5	10.9	11	11.2	10.8	10.9	10.9	10.9	10.8	10.7	10.7	"Mitochondria (APE, Supportive)"
Tmito	2108	110842	ETFA	EMA|GA2|MADD|P13804	"electron-transfer-flavoprotein, alpha polypeptide"	ENSG00000140374	333	3	SharedDomain	40	1.54	OrthologMitoHighConf	NoHomolog	75-100pure	33.492	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++"	chr15	76508628	76603810	14	31	2985	4.19E+11	82	all 14	9.7	9.3	9.9	9.9	10.8	10.7	11	9.6	10.8	10.4	10.5	10.3	10.5	10.1	"Mitochondria (APE, Supportive)"
Tmito	374291	75406	NDUFS7	CI-20|CI-20KD|MY017|PSST|O75251	"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)"	ENSG00000115286	213	1	SharedDomain	41	1.86	NoMitoHomolog	Ortholog	50-75pure	33.0033	0	1	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	chr19	1383882	1395588	14	19	1607	8.60E+10	67	all 14	9.9	9.7	10	9.6	9.9	9.7	9.9	9.5	9.7	9.8	9.9	9.7	9.7	9.1	
Tmito	1376	12896	CPT2	CPT1|CPTASE|IIAE4|P23786	carnitine palmitoyltransferase 2	ENSG00000157184	658	1	SharedDomain	36	0.78	OrthologMitoHighConf	NoHomolog	75-100pure	32.7824	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression+, MS/MS++"	chr1	53662100	53679869	14	61	2266	1.70E+11	79	all 14	8.6	8.3	9.3	9.3	10.5	10.4	10.2	9.8	10.4	10.1	10.2	9.7	9.9	10.2	"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tmito	594	12040	BCKDHB	E1B|dJ279A18.1|P21953	"branched chain keto acid dehydrogenase E1, beta polypeptide"	ENSG00000083123	392	2	MitoDomain	31		OrthologMitoLowConf	Homolog	75-100pure	32.7672	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++"	chr6	80816343	81055987	12	19	291	1.02E+10	75	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	7.6	8	8.2	7.6		9.5	9.1	8.4	9.5		8.2	9.2	8.1	8.5	
Tmito	3420	170718	IDH3B	H-IDHB|RP46|O43837	isocitrate dehydrogenase 3 (NAD+) beta	ENSG00000101365	385	1	SharedDomain	20	2.08	OrthologMitoLowConf	Homolog	50-75pure	32.7553	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	chr20	2639040	2644865	14	38	1404	1.63E+11	68	all 14	10.3	9.9	10.5	9.8	10.1	8.8	10.3	10.3	10.2	10	9.9	9.6	10	9.6	"Mitochondria (APE, Supportive)"
Tmito	23395	102436	LARS2	LEURS|PRLTS4|Q15031	"leucyl-tRNA synthetase 2, mitochondrial"	ENSG00000011376	903	3	SharedDomain	42		OrthologMitoHighConf	Ortholog	50-75pure	32.7536	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	chr3	45430074	45590328	14	52	359	6.97E+09	60	all 14	8.8	8.7	8.6	7.6	9.4	7.8	8	8.7	8.8	6.7	9	8.2	8.5	8.6	"Nucleus;Nucleoli (APE, Uncertain)"
Tmito	35	11409	ACADS	ACAD3|SCAD|P16219	"acyl-CoA dehydrogenase, C-2 to C-3 short chain"	ENSG00000122971	412	1	MitoDomain	42	0.97	NoMitoHomolog	NoHomolog	75-100pure	32.6104	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++"	chr12	121163570	121177811	14	36	1365	1.22E+11	90	all 14	8.1	8	8.1	8.2	10.3	10.3	10.1	9.4	10.2	10	10.3	9.9	10	9.7	"Nucleus but not nucleoli;Centrosome (APE, Supportive)"
Tmito	3954	56384	LETM1	O95202	leucine zipper-EF-hand containing transmembrane protein 1	ENSG00000168924	739	2	MitoDomain	42		OrthologMitoLowConf	NoHomolog	50-75pure	32.4912	0	1	"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++"	chr4	1813205	1857974	14	68	2396	1.02E+11	68	all 14	10	9.8	9.9	9.8	10.2	9.7	9.3	9.4	9.8	10.2	10.2	9.6	9.5	9.3	"Mitochondria (APE, Supportive)"
Tmito	521	11958	ATP5I	ATP5K|P56385	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E"	ENSG00000169020	69	5	MitoDomain	49		OrthologMitoHighConf	NoHomolog	75-100pure	32.2839	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS++"	chr4	666224	668127	14	17	985	9.12E+10	87	all 14	9.9	9.7	9.9	9.5	10.2	9.7	9.8	9	9.7	10	10.1	9.9	9.6	9.5	"Mitochondria (APE, Supportive)"
Tmito	4976	74143	OPA1	MGM1|NPG|NTG|largeG|O60313	optic atrophy 1 (autosomal dominant)	ENSG00000198836	1015	3	SharedDomain	45	1.09	OrthologMitoHighConf	NoHomolog	75-100pure	32.228	0	1	"literature, APEX_IMS, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++"	chr3	193310932	193415600	14	107	2730	9.89E+10	80	all 14	10.3	10.4	10.2	9.6	10.1	9.5	9.3	9.4	9.6	9	9.4	9.4	9.4	9.4	"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tmito	549	11992	AUH	Q13825	AU RNA binding protein/enoyl-CoA hydratase	ENSG00000148090	339	4	SharedDomain	43	1.01	OrthologMitoLowConf	Homolog	75-100pure	32.2168	0	1	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	chr9	93976096	94124206	14	28	678	3.62E+10	76	all 14	9.7	9.4	9.9	9.9	9.2	9.2	9.2	8	9.5	8.7	8.4	9.3	9.1	9	
Tpossible_mito	8802	56451	SUCLG1	GALPHA|MTDPS9|SUCLA1|P53597	"succinate-CoA ligase, alpha subunit"	ENSG00000163541	346	5	SharedDomain	44	1.59	OrthologMitoLowConf	Homolog	50-75pure	32.1445	0	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	chr2	84650646	84686586	14	24	1738	1.36E+11	54	all 14	9.9	9.4	10	10	10	10	10.4	9.2	9.9	10.1	10.2	9.7	10	10.2	"Mitochondria (APE, Supportive)"
Tmito	4729	72900	NDUFV2	CI-24k|P19404	"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa"	ENSG00000178127	249	1	NA	47	1.84	NoMitoHomolog	Ortholog	75-100pure	32.0934	0	1	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, induction, coexpression++, MS/MS++"	chr18	9102627	9134343	14	20	970	9.35E+10	89	all 14	10.1	10	10	10	9.9	9.5	10	9.3	9.8	9.5	9.9	9.7	9.5	9.2	
Tmito	51004	217707	COQ6	CGI10|COQ10D6|Q9Y2Z9	coenzyme Q6 monooxygenase	ENSG00000119723	468	1	SharedDomain	38	0.79	OrthologMitoHighConf	Homolog	25-50pure	31.9639	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+"	chr14	74416636	74429813	13	15	137	3.56E+09	37	"cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.9	7		8.1	8.5	8.4	8.9	8.6	8.8	8.5	8.2	8.4	8.2	8	
Tmito	84545	94067	MRPL43	bMRP36a|Q8N983	mitochondrial ribosomal protein L43	ENSG00000055950	235	1	SharedDomain	21	1.57	OrthologMitoHighConf	NoHomolog	50-75pure	31.8312	0	1	"literature, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++"	chr10	102737578	102747272	14	14	199	6.00E+09	70	all 14	8.6	8.4	8.7	8.1	9	8.5	8.1	8	8.6	8.7	9.1	8	8.7	8.6	
Tmito	83451	68758	ABHD11	WBSCR21|Q8NFV4	abhydrolase domain containing 11	ENSG00000106077	315	1	SharedDomain	30	0.45	OrthologMitoHighConf	Homolog	50-75pure	31.7324	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	chr7	73150424	73153184	13	15	177	5.56E+09	72	"cerebrum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.5		7.7	8.6	8.8	8.7	8.7	7.6	9	8.6	9	7.7	8.6	8.8	"Mitochondria (APE, Supportive)"
Tmito	522	11957	ATP5J	ATP5|ATP5A|ATPM|CF6|F6|P18859	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6"	ENSG00000154723	116	1	MitoDomain	46	0.84	NoMitoHomolog	NoHomolog	50-75pure	31.6796	0	1	"literature, APEX_IMS, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++"	chr21	27096790	27107965	14	15	373	4.10E+10	67	all 14	9.3	9.2	9.3	8.7	10	9.6	8.9	8.9	9.7	9.9	9.2	9	9.2	9.2	"Mitochondria (APE, Supportive)"
Tmito	4714	67264	NDUFB8	ASHI|CI-ASHI|O95169	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa"	ENSG00000166136	186	1	MitoDomain	47	1.43	NoMitoHomolog	NoHomolog	50-75pure	31.6796	0	1	"literature, APEX_IMS, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++"	chr10	102283485	102289680	14	13	481	6.06E+10	67	all 14	9.8	9.6	9.9	9.6	9.8	9.4	9.7	9.5	9.6	9.4	9.8	9.6	9.3	9.3	
Tmito	9361	74142	LONP1	LON|LONP|LonHS|PIM1|PRSS15|hLON|P36776	"lon peptidase 1, mitochondrial"	ENSG00000196365	959	1	SharedDomain	14	1.81	OrthologMitoLowConf	Homolog	50-75pure	31.5043	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	chr19	5691844	5720463	14	81	2693	1.39E+11	74	all 14	10	10.1	10	9	10.4	10	9.5	9.9	10	9.3	10.2	10	10	10	"Mitochondria (APE, Supportive)"
Tmito	1738	13382	DLD	DLDD|DLDH|E3|GCSL|LAD|PHE3|P09622	dihydrolipoamide dehydrogenase	ENSG00000091140	509	2	SharedDomain	43	1.39	HomologMitoHighConf	Homolog	50-75pure	31.2307	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	chr7	107531551	107561643	14	39	4238	2.54E+11	74	all 14	10.2	9.7	10.1	10	10.5	9.8	10.6	10.2	10.5	10.6	9.9	10.2	10.3	10.1	"Mitochondria (APE, Supportive)"
Tmito	9131	26926	AIFM1	AIF|CMT2D|CMTX4|COWCK|COXPD6|NADMR|NAMSD|PDCD8|O95831	"apoptosis-inducing factor, mitochondrion-associated, 1"	ENSG00000156709	613	2	SharedDomain	43	1.96	HomologMitoLowConf	Homolog	75-100pure	31.2095	0	1	"literature, APEX_IMS, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	chrX	129263337	129299861	14	47	2105	1.13E+11	75	all 14	9.4	8.9	9.4	9.4	10.4	10.2	9.7	9.5	10	9.8	10	10.1	9.9	9.7	
Tpossible_mito	79746	67856	ECHDC3	Q96DC8	enoyl CoA hydratase domain containing 3	ENSG00000134463	303	1	SharedDomain	17	1.37	OrthologMitoLowConf	Homolog	75-100pure	31.1711	0	1	"targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	chr10	11784355	11806065	9	21	218	1.00E+10	77	"spinalcord, kidney, liver, heart, adipose, largeintestine, stomach, placenta, testis"				7.3	9.1	9.8	8.7		9.3		8	8.2	7.6	8.6	"Nucleus;Nucleoli (APE, Uncertain)"
Tmito	139322	68117	APOOL	CXorf33|FAM121A|UNQ8193|Q6UXV4	apolipoprotein O-like	ENSG00000155008	268	5	MitoDomain	43	0.78	HomologMitoHighConf	NoHomolog	75-100pure	31.1443	0	1	"literature, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++"	chrX	84258897	84348323	14	25	470	1.72E+10	88	all 14	8.4	8	8	8.6	9.2	8.8	9.3	7.9	9.6	9.2	9.3	9.1	9.3	9.1	"Mitochondria (APE, Uncertain)"
Tmito	124995	107732	MRPL10	L10MT|MRP-L10|MRP-L8|MRPL8|RPML8|Q7Z7H8	mitochondrial ribosomal protein L10	ENSG00000159111	271	2	SharedDomain	39		OrthologMitoHighConf	Ortholog	50-75pure	30.9719	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	chr17	45900637	45908907	14	17	184	5.31E+09	68	all 14	8.8	8.5	8.7	8.3	8.4	8.6	8.3	7.5	8.2	8.4	8.9	7.7	9.1	8.6	"Mitochondria (APE, Supportive)"
Tmito	92399	67871	MRRF	MRFF|MTRRF|RRF|Q96E11	mitochondrial ribosome recycling factor	ENSG00000148187	262	1	SharedDomain	12		OrthologMitoHighConf	Ortholog	50-75pure	30.7726	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	chr9	125026881	125085742	14	19	257	5.40E+09	61	all 14	8.9	8.6	8.9	8.8	8	8.6	8.3	7.2	8.6	8.2	8.8	7.9	8.7	8.4	"Cytoskeleton (Microtubules);Cytoskeleton (Cytokinetic bridge) (APE, Uncertain)"
Tmito	4728	225887	NDUFS8	CI-23k|CI23KD|TYKY|O00217	"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)"	ENSG00000110717	210	2	SharedDomain	48	1.89	NoMitoHomolog	Ortholog	50-75pure	30.6672	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	chr11	67798083	67804114	14	21	1731	5.77E+10	59	all 14	9.7	9.7	9.9	9.6	9.6	9.4	9.9	9.2	9.6	9.5	9.7	9.5	9.5	8.9	"Mitochondria (APE, Supportive)"
Tmito	34	11364	ACADM	ACAD1|MCAD|MCADH|P11310	"acyl-CoA dehydrogenase, C-4 to C-12 straight chain"	ENSG00000117054	454	2	MitoDomain	40	1.71	NoMitoHomolog	NoHomolog	50-75pure	30.6075	0	1	"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++"	chr1	76190031	76229363	14	34	1627	2.05E+11	70	all 14	9	8.5	8.6	9.1	10.8	10.3	10.6	9.6	10.4	10.2	9.9	10.1	9.9	9.6	"Mitochondria (APE, Supportive)"
